latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-1.18811,136.14415,355.25,0.51,0.41,2026-08-20,446,N,VIIRS,n,2.0NRT,303.6,16.4,D
-1.1843,136.14359,367,0.51,0.41,2026-08-20,446,N,VIIRS,h,2.0NRT,304.34,14.7,D
-1.18264,136.12912,332.7,0.51,0.41,2026-08-20,446,N,VIIRS,n,2.0NRT,298.44,3.48,D
-1.18048,136.14305,342.99,0.51,0.41,2026-08-20,446,N,VIIRS,n,2.0NRT,299.6,14.7,D
-1.1404,136.07578,342.85,0.51,0.41,2026-08-20,446,N,VIIRS,n,2.0NRT,298.23,4.61,D
-1.18853,136.1331,338.85,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.33,3.54,D
-1.18693,136.14357,339.63,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,308.19,6.01,D
-1.1864,136.14706,336.19,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,305.42,5.65,D
-1.18613,136.10408,347.26,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,306.68,6.96,D
-1.18412,136.13957,342.52,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,306.58,6.01,D
-1.18306,136.14655,351.56,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,308.46,5.65,D
-1.18238,136.1286,331.59,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,301.67,1.75,D
-1.18025,136.14255,342.07,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.93,3.47,D
-1.17463,136.13457,335.18,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,304.07,6.6,D
-1.17235,136.12709,331.14,0.39,0.36,2026-08-21,429,N,VIIRS,l,2.0NRT,303.78,3.09,D
-1.17182,136.13057,340.68,0.39,0.36,2026-08-21,429,N,VIIRS,n,2.0NRT,306.17,6.6,D
