latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-1.09882,135.89275,331.47,0.44,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,303.91,4.38,D
-1.09867,134.8963,338.55,0.51,0.49,2026-08-22,410,N,VIIRS,n,2.0NRT,298.59,4.79,D
-1.09761,136.07083,336.7,0.42,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,305.46,6.21,D
-1.09711,136.07104,337.88,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,305.14,10.53,D
-1.09694,135.84831,328.27,0.44,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,298.84,2.56,D
-1.09641,135.96452,336.86,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,304.27,9.21,D
-1.09232,136.07422,339.53,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,304.36,5.45,D
-1.09016,136.17854,339.85,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,301.22,4.29,D
-1.08931,136.0659,351.74,0.42,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,307.5,7.43,D
-1.08889,136.17848,339.35,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,300.76,5.26,D
-1.08871,136.06975,348.99,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,308.4,7.43,D
-1.08811,136.07358,347.67,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,304.04,7,D
-1.0851,136.06529,333.44,0.42,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,306.06,7.43,D
-1.0845,136.06915,339.18,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,303.65,7.43,D
-1.08437,135.98642,343.28,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,302.66,5.14,D
-1.08391,136.073,340.83,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,300.95,7,D
-1.08149,136.06084,329.12,0.42,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,302.49,4.29,D
-1.0803,136.06854,342.32,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,302.19,6.81,D
-1.07768,135.97365,332.93,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,301.71,2.2,D
-1.06336,136.03879,339.86,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,301.98,4.92,D
-1.06279,136.04253,339.14,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,303.64,4.92,D
-1.05753,135.90678,337.21,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,302.09,5.92,D
-1.05712,135.9666,333.73,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,303.82,6.58,D
-1.05694,135.91071,331.18,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,301.55,4.3,D
-1.0532,136.04898,330.92,0.42,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,303.14,5.24,D
-1.05171,135.97377,330.84,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,302.82,2.64,D
-1.04536,136.04395,342.42,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,303.91,6.15,D
-1.03752,136.03883,330.07,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,303.56,2.6,D
-1.03331,136.03824,340.88,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,304.18,6.02,D
-1.03272,136.04213,328.39,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,302.86,6.49,D
-1.031,135.9389,338.26,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,301.27,4.48,D
-1.02984,135.94661,333.55,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,303.35,5.39,D
-1.02869,135.95425,330.27,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,300.3,3.2,D
-1.02811,135.95816,336.61,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,301.04,3.2,D
-1.01649,136.03561,329.25,0.43,0.46,2026-08-22,410,N,VIIRS,l,2.0NRT,304.21,2.97,D
-1.01457,136.0197,331.92,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,300.97,2.53,D
-0.99567,136.05965,341.75,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,305.1,7.14,D
-0.99566,136.05991,341.9,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,305.3,5.12,D
-0.98665,136.06235,335.74,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,302.14,5.38,D
-0.98302,136.03041,334.89,0.42,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,302.08,2.63,D
-0.9615,136.05833,337.64,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,303.12,3.16,D
-0.9417,136.04742,335.64,0.42,0.45,2026-08-22,410,N,VIIRS,n,2.0NRT,302.63,2.94,D
-0.90338,135.98769,329.15,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,298.78,1.81,D
-0.90318,135.98784,329.35,0.43,0.46,2026-08-22,410,N,VIIRS,n,2.0NRT,298.88,1.5,D
-1.18608,136.13657,328.22,0.44,0.62,2026-08-23,351,N,VIIRS,l,2.0NRT,302.49,3.19,D
-1.18457,136.14844,330.68,0.44,0.62,2026-08-23,351,N,VIIRS,l,2.0NRT,302.41,4.43,D
-1.18423,136.14842,330.35,0.44,0.62,2026-08-23,351,N,VIIRS,l,2.0NRT,302.51,4.92,D
-1.18399,136.15237,336.26,0.44,0.62,2026-08-23,351,N,VIIRS,n,2.0NRT,301.86,5.37,D
-1.18361,136.15233,336.94,0.44,0.62,2026-08-23,351,N,VIIRS,n,2.0NRT,301.42,5.3,D
-1.17317,136.1051,329.03,0.44,0.63,2026-08-23,351,N,VIIRS,n,2.0NRT,300.7,2.3,D
-1.15397,136.22871,332.93,0.44,0.62,2026-08-23,351,N,VIIRS,n,2.0NRT,302.07,7.29,D
-1.15335,136.23268,367,0.43,0.62,2026-08-23,351,N,VIIRS,h,2.0NRT,305.06,7.29,D
-1.17856,136.15582,346.95,0.45,0.63,2026-08-24,514,N,VIIRS,n,2.0NRT,299.75,6.58,D
-1.17535,136.13861,331.07,0.44,0.63,2026-08-24,514,N,VIIRS,n,2.0NRT,300.81,4.27,D
-1.1549,136.22891,332.65,0.45,0.63,2026-08-24,514,N,VIIRS,n,2.0NRT,299.32,6.6,D
-1.15356,136.23723,330.01,0.45,0.63,2026-08-24,514,N,VIIRS,n,2.0NRT,299.88,6.43,D
-1.12062,136.07196,332.44,0.44,0.62,2026-08-24,514,N,VIIRS,n,2.0NRT,298.28,3.52,D
-1.1206,136.07239,330.16,0.44,0.62,2026-08-24,514,N,VIIRS,n,2.0NRT,298.24,3.79,D
-1.05708,134.83261,332.21,0.36,0.58,2026-08-24,514,N,VIIRS,n,2.0NRT,294.77,2.09,D
-1.02821,134.80775,328.17,0.36,0.58,2026-08-24,514,N,VIIRS,n,2.0NRT,295.24,2.96,D
-1.15432,136.22992,331.65,0.43,0.46,2026-08-25,453,N,VIIRS,n,2.0NRT,300.28,6.6,D
-1.1531,136.23772,340.86,0.43,0.46,2026-08-25,453,N,VIIRS,n,2.0NRT,301.03,7.57,D
-1.15249,136.24159,341.4,0.43,0.46,2026-08-25,453,N,VIIRS,n,2.0NRT,299.63,7.17,D
-1.13278,135.89882,330.33,0.41,0.45,2026-08-25,453,N,VIIRS,n,2.0NRT,298.89,2.64,D
-1.13224,136.04065,336.61,0.42,0.45,2026-08-25,453,N,VIIRS,n,2.0NRT,299.11,4.43,D
-1.12504,136.03183,331.57,0.42,0.45,2026-08-25,453,N,VIIRS,n,2.0NRT,299.79,5.28,D
